k;0.367
f;0.02
ke;0.858
max H2;16.3147
max Q;442.433
oscillation t;105

time;Q;H1;H2
206.254;442.268;21.0601;11.3151
206.621;442.309;21.0485;11.3267
206.988;442.345;21.0369;11.3383
207.355;442.374;21.0253;11.3499
207.722;442.397;21.0137;11.3614
208.089;442.415;21.0021;11.373
208.456;442.427;20.9905;11.3846
208.823;442.433;20.9789;11.3962
209.19;442.433;20.9673;11.4078
209.557;442.428;20.9557;11.4194
209.924;442.417;20.9441;11.431
210.291;442.401;20.9326;11.4426
210.658;442.379;20.921;11.4542
211.025;442.352;20.9094;11.4658
211.392;442.32;20.8978;11.4774
211.759;442.283;20.8862;11.489
212.126;442.241;20.8746;11.5006
212.493;442.194;20.863;11.5122
212.86;442.142;20.8514;11.5238
213.227;442.085;20.8398;11.5354
213.594;442.023;20.8282;11.547
213.961;441.957;20.8166;11.5586
214.328;441.886;20.805;11.5701
214.695;441.81;20.7935;11.5817
215.062;441.73;20.7819;11.5933
215.429;441.645;20.7703;11.6049
215.796;441.556;20.7587;11.6165
216.163;441.556;20.7471;11.628
216.53;441.642;20.7356;11.6396
216.897;441.722;20.724;11.6512
217.264;441.795;20.7124;11.6628
217.631;441.861;20.7008;11.6744
217.998;441.921;20.6892;11.6859
218.365;441.975;20.6777;11.6975
218.732;442.022;20.6661;11.7091
219.099;442.063;20.6545;11.7207
219.466;442.098;20.6429;11.7323
219.833;442.126;20.6313;11.7439
220.2;442.149;20.6197;11.7555
220.567;442.166;20.6081;11.7671
220.934;442.177;20.5965;11.7786
221.301;442.182;20.5849;11.7902
221.668;442.181;20.5734;11.8018
222.035;442.175;20.5618;11.8134
222.402;442.163;20.5502;11.825
222.769;442.146;20.5386;11.8366
223.136;442.124;20.527;11.8482
223.503;442.096;20.5154;11.8598
223.87;442.062;20.5038;11.8714
224.237;442.024;20.4922;11.883
224.604;441.98;20.4806;11.8945
224.971;441.931;20.4691;11.9061
225.338;441.878;20.4575;11.9177
225.705;441.819;20.4459;11.9293
226.072;441.755;20.4343;11.9409
226.439;441.687;20.4227;11.9525
226.806;441.614;20.4111;11.964
227.173;441.536;20.3996;11.9756
227.54;441.453;20.388;11.9872
227.907;441.366;20.3764;11.9988
228.274;441.274;20.3649;12.0103
228.641;441.178;20.3533;12.0219
229.008;441.077;20.3417;12.0335
229.375;440.972;20.3302;12.045
229.742;440.863;20.3186;12.0566
230.109;440.75;20.3071;12.0681
230.476;440.632;20.2955;12.0797
230.843;440.51;20.2839;12.0912
231.21;440.384;20.2724;12.1028
231.577;440.254;20.2609;12.1143
231.944;440.12;20.2493;12.1259
232.311;439.982;20.2378;12.1374
232.678;439.84;20.2263;12.1489
233.045;439.694;20.2147;12.1605
233.412;439.544;20.2032;12.172
233.779;439.391;20.1917;12.1835
234.146;439.234;20.1802;12.195
234.513;439.073;20.1687;12.2065
234.88;438.909;20.1571;12.218
235.247;438.741;20.1456;12.2295
235.614;438.57;20.1341;12.241
235.981;438.395;20.1226;12.2525
236.348;438.216;20.1112;12.264
236.715;438.034;20.0997;12.2755
237.082;437.849;20.0882;12.287
237.449;437.661;20.0767;12.2985
237.816;437.469;20.0652;12.3099
238.183;437.274;20.0538;12.3214
238.55;437.076;20.0423;12.3329
238.917;436.874;20.0309;12.3443
239.284;436.67;20.0194;12.3558
239.651;436.462;20.008;12.3672
240.018;436.285;19.9965;12.3787
240.385;436.103;19.9851;12.3901
240.752;435.916;19.9737;12.4015
241.119;435.724;19.9622;12.4129
241.486;435.527;19.9508;12.4244
241.853;435.324;19.9394;12.4358
242.22;435.117;19.928;12.4472
242.587;434.905;19.9166;12.4586
242.954;434.689;19.9052;12.47
243.321;434.467;19.8938;12.4814
243.688;434.241;19.8824;12.4928
244.055;434.01;19.871;12.5041
244.422;433.775;19.8597;12.5155
244.789;433.535;19.8483;12.5269
245.156;433.291;19.8369;12.5382
245.523;433.043;19.8256;12.5496
245.89;432.79;19.8142;12.5609
246.257;432.532;19.8029;12.5723
246.624;432.271;19.7916;12.5836
246.991;432.006;19.7802;12.5949
247.358;431.736;19.7689;12.6063
247.725;431.462;19.7576;12.6176
248.092;431.185;19.7463;12.6289
248.459;430.903;19.735;12.6402
248.826;430.617;19.7237;12.6515
249.193;430.328;19.7124;12.6628
249.56;430.035;19.7011;12.674
249.927;429.738;19.6899;12.6853
250.294;429.437;19.6786;12.6966
250.661;429.132;19.6674;12.7078
251.028;428.824;19.6561;12.7191
251.395;428.513;19.6449;12.7303
251.762;428.198;19.6337;12.7415
252.129;427.879;19.6224;12.7528
252.496;427.557;19.6112;12.764
252.863;427.232;19.6;12.7752
253.23;426.903;19.5888;12.7864
253.597;426.571;19.5776;12.7976
253.964;426.235;19.5665;12.8087
254.331;425.897;19.5553;12.8199
254.698;425.555;19.5441;12.8311
255.065;425.21;19.533;12.8422
255.432;424.862;19.5218;12.8533
255.799;424.51;19.5107;12.8645
256.166;424.156;19.4996;12.8756
256.533;423.799;19.4885;12.8867
256.9;423.439;19.4774;12.8978
257.267;423.076;19.4663;12.9089
257.634;422.71;19.4552;12.92
258.001;422.341;19.4441;12.9311
258.368;421.969;19.433;12.9421
258.735;421.595;19.422;12.9532
259.102;421.218;19.4109;12.9642
259.469;420.838;19.3999;12.9753
259.836;420.455;19.3889;12.9863
260.203;420.07;19.3779;12.9973
260.57;419.682;19.3669;13.0083
260.937;419.292;19.3559;13.0193
261.304;418.899;19.3449;13.0303
261.671;418.503;19.3339;13.0413
262.038;418.105;19.3229;13.0523
262.405;417.705;19.312;13.0632
262.772;417.302;19.301;13.0742
263.139;416.897;19.2901;13.0851
263.506;416.49;19.2792;13.096
263.873;416.08;19.2683;13.1069
264.24;415.667;19.2574;13.1178
264.607;415.253;19.2465;13.1287
264.974;414.836;19.2356;13.1396
265.341;414.417;19.2247;13.1505
265.708;413.996;19.2139;13.1613
266.075;413.573;19.203;13.1722
266.442;413.147;19.1922;13.183
266.809;412.72;19.1814;13.1938
267.176;412.29;19.1705;13.2046
267.543;411.859;19.1597;13.2154
267.91;411.425;19.149;13.2262
268.277;410.989;19.1382;13.237
268.644;410.552;19.1274;13.2478
269.011;410.112;19.1166;13.2585
269.378;409.67;19.1059;13.2693
269.745;409.227;19.0952;13.28
270.112;408.781;19.0844;13.2907
270.479;408.334;19.0737;13.3014
270.846;407.885;19.063;13.3121
271.213;407.434;19.0524;13.3228
271.58;406.982;19.0417;13.3335
271.947;406.527;19.031;13.3442
272.314;406.071;19.0204;13.3548
272.681;405.613;19.0097;13.3655
273.048;405.153;18.9991;13.3761
273.415;404.692;18.9885;13.3867
273.782;404.229;18.9779;13.3973
274.149;403.764;18.9673;13.4079
274.516;403.298;18.9567;13.4185
274.883;402.83;18.9462;13.429
275.25;402.361;18.9356;13.4396
275.617;401.89;18.9251;13.4501
275.984;401.417;18.9145;13.4607
276.351;400.943;18.904;13.4712
276.718;400.467;18.8935;13.4817
277.085;399.99;18.883;13.4922
277.452;399.512;18.8725;13.5026
277.819;399.032;18.8621;13.5131
278.186;398.55;18.8516;13.5236
278.553;398.067;18.8412;13.534
278.92;397.583;18.8308;13.5444
279.287;397.098;18.8203;13.5548
279.654;396.61;18.8099;13.5653
280.021;396.122;18.7995;13.5756
280.388;395.632;18.7892;13.586
280.755;395.141;18.7788;13.5964
