240;345;90
0;24.89238167;7.482802629
1;24.89231443;7.481066227
2;24.8922472;7.480122089
3;24.89217997;7.480068445
4;24.89211273;7.480056763
5;24.8920455;7.485501409
6;24.89197874;7.490946054
7;24.89191103;7.492557526
8;24.89184427;7.493137956
9;24.89177656;7.490514755
10;24.8917098;7.492946506
11;24.89077902;7.496366739
12;24.88980198;7.499787211
13;24.88808584;7.503207684
14;24.88613129;7.506142735
15;24.88417673;7.509037137
16;24.88222218;7.511931181
17;24.88026762;7.511821032
18;24.87831259;7.510630965
19;24.87635803;7.512334943
20;24.87440348;7.515594959
21;24.87244892;7.518854856
22;24.87049437;7.521267653
23;24.86729527;7.527630448
24;24.86236954;7.535444617
25;24.85688734;7.543258786
26;24.85140467;7.546269536
27;24.84592199;7.547229171
28;24.84043932;7.549440861
29;24.83495665;7.552671194
30;24.82947397;7.556704521
31;24.8239913;7.563415408
32;24.8185091;7.5734483
33;24.81302595;7.584408641
34;24.80754375;7.592743278
35;24.8020606;7.598259687
36;24.79575968;7.602840304
37;24.78820562;7.607612729
38;24.78028154;7.612384915
39;24.77235937;7.617864132
40;24.76443624;7.625291586
41;24.75651264;7.635717273
42;24.74858999;7.64763391
43;24.74066687;7.658485889
44;24.73274374;7.669722319
45;24.72436047;7.680034757
46;24.71570921;7.68914628
47;24.70683384;7.69784832
48;24.69676971;7.708929062
49;24.68619776;7.721437216
50;24.67562437;7.734079123
51;24.66505098;7.746784687
52;24.65447855;7.757591844
53;24.64390516;7.767132878
54;24.63333225;7.776829958
55;24.62275887;7.786606073
56;24.61218596;7.797041297
57;24.60161209;7.81107986
58;24.59104013;7.825497389
59;24.57844305;7.839915156
60;24.56540346;7.854332685
61;24.55225945;7.867013931
62;24.53911543;7.878024459
63;24.52597189;7.888944387
64;24.51282787;7.899864435
65;24.49968386;7.914399505
66;24.48653984;7.930298924
67;24.4733963;7.946868539
68;24.46025276;7.964096189
69;24.44710922;7.978983641
70;24.43320942;7.992190242
71;24.41868687;8.005396724
72;24.40416479;8.017911673
73;24.38964224;8.030334711
74;24.37511969;8.045194626
75;24.3603425;8.062042713
76;24.34544611;8.079981089
77;24.33054972;8.098446369
78;24.31536055;8.115359783
79;24.29903316;8.130805731
80;24.28250933;8.146252394
